SYSTEM,RTE,SEC,MP,DATE,TIME,SEVERITY,LOCATION,ROAD_DESC,VEHICLES,CONTOUR,CONDITION,LIGHTING,LATITUDE,LONGITUDE,AGE_1,SEX_1,DRIVER_1
INTERSTATE,70,A,304.0,1/4/2014,630.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY,DAYLIGHT,39.738218,-104.440155,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,310.5,1/4/2014,915.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,ICY,DAYLIGHT,39.733901,-104.319316,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,155.1,1/4/2014,1120.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,ICY,DAYLIGHT,39.708433,-106.691931,55,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/4/2014,1339.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,SNOWY,DAYLIGHT,39.73984,-105.159293,37,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,305.4,1/4/2014,1355.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-LEVEL,ICY,DAYLIGHT,39.738187,-104.414107,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,1/4/2014,1420.0,PDO,ON,NON-INTERSECTION,3,CURVE ON-LEVEL,SNOWY,DAYLIGHT,39.746313,-105.460502,38,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,313.3,1/4/2014,1800.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.727366,-104.26852,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.0,1/4/2014,2100.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,ICY,DARK-UNLIGHTED,39.749692,-105.548822,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.5,1/4/2014,2211.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,SNOWY,DARK-LIGHTED,39.708558,-105.197047,30,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.61,1/5/2014,1.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-LIGHTED,39.721332,-105.185546,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.02,1/5/2014,2109.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.725194,-105.179547,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.85,1/6/2014,30.0,PDO,OFF RIGHT,RAMP,1,CURVE ON-GRADE,SNOWY,DARK-LIGHTED,39.712941,-105.193638,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/9/2014,1341.0,INJ,ON,INTERSECTION RELATED,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.73984,-105.159293,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.0,1/10/2014,653.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,ICY,DAWN OR DUSK,39.712625,-105.304159,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.0,1/10/2014,653.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAWN OR DUSK,39.712625,-105.304159,61,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.0,1/10/2014,705.0,INJ,ON,NON-INTERSECTION,3,CURVE ON-GRADE,ICY,DAYLIGHT,39.712625,-105.304159,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.5,1/10/2014,711.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,ICY,DAYLIGHT,39.710283,-105.295155,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.8,1/10/2014,1930.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.728031,-105.693535,27,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.8,1/10/2014,2120.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.728031,-105.693535,31,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.4,1/11/2014,1200.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.745032,-105.436478,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.64,1/11/2014,1320.0,PDO,ON,RAMP,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.730995,-105.170467,50,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.5,1/12/2014,1220.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.724201,-105.694989,48,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.2,1/12/2014,1300.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.733136,-105.690868,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.9,1/17/2014,2015.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.739025,-105.431997,37,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.5,1/17/2014,2300.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.715554,-105.375386,31,M,ALCOHOL/DRUGS
INTERSTATE,70,A,230.2,1/18/2014,1254.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.744607,-105.680158,38,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,250.1,1/19/2014,330.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.709197,-105.348504,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.8,1/19/2014,1657.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.71356,-105.307706,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.2,1/20/2014,844.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740041,-104.603997,70,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.1,1/23/2014,520.0,PDO,OFF LEFT,RAMP,1,CURVE ON-GRADE,ICY,DARK-LIGHTED,39.741664,-104.718358,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,1/23/2014,750.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,SNOWY,DAYLIGHT,39.746313,-105.460502,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.82,1/23/2014,915.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.723276,-105.182498,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.7,1/23/2014,1650.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.712365,-105.697087,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/24/2014,1413.0,PDO,ON,RAMP,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.73984,-105.159293,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,1/25/2014,1020.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.737691,-105.431198,51,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.0,1/27/2014,1433.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,SLUSHY,DAYLIGHT,39.743567,-105.443484,43,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.5,1/27/2014,1445.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,SNOWY,DAYLIGHT,39.745291,-105.470488,29,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,1/27/2014,1458.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,ICY,DAYLIGHT,39.746313,-105.460502,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/27/2014,1730.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DARK-LIGHTED,39.73984,-105.159293,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.5,1/27/2014,1830.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DARK-UNLIGHTED,39.715491,-105.393704,60,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.75,1/28/2014,1015.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY,DAYLIGHT,39.740231,-105.500373,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.17,1/28/2014,1417.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.741269,-104.73419,84,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,290.6,1/31/2014,615.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.74014,-104.688018,51,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,290.46,1/31/2014,734.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.740146,-104.690353,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,308.7,1/31/2014,820.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.733826,-104.352811,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,313.01,1/31/2014,900.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.728659,-104.273725,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.2,1/31/2014,1820.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.717431,-105.398875,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.5,1/31/2014,1930.0,PDO,ON,NON-INTERSECTION,3,CURVE ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.743254,-105.452291,50,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,2/1/2014,100.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.737691,-105.431198,71,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.8,2/1/2014,1330.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,ICY,DAYLIGHT,39.746722,-105.464887,35,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.85,2/1/2014,1628.0,PDO,OFF RIGHT,NON-INTERSECTION,3,STRAIGHT ON-GRADE,ICY,DAWN OR DUSK,39.723554,-105.182062,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.3,2/1/2014,1728.0,INJ,OFF RIGHT,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.747885,-105.15042,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,296.1,2/4/2014,929.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,UNKNOWN,DAYLIGHT,39.739835,-104.587256,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,296.05,2/4/2014,1030.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.739849,-104.588347,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,296.05,2/4/2014,1030.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.739849,-104.588347,22,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.0,2/4/2014,1324.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.715545,-105.38357,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.39,2/4/2014,1538.0,PDO,ON,RAMP,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.738231,-104.432222,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.5,2/4/2014,1738.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-LIGHTED,39.74034,-105.504969,66,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.5,2/6/2014,605.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.729539,-105.172449,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.03,2/6/2014,835.0,INJ,OFF LEFT,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.725311,-105.17937,61,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.03,2/6/2014,1845.0,PDO,OFF RIGHT,RAMP,1,CURVE ON-GRADE,UNKNOWN,DARK-UNLIGHTED,39.740191,-104.718698,32,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.2,2/7/2014,440.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.738235,-104.438158,21,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.48,2/7/2014,450.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.738237,-104.429031,61,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.9,2/7/2014,913.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.744506,-105.535949,17,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,155.0,2/7/2014,1010.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.709562,-106.693089,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,313.03,2/7/2014,1130.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.72857,-104.273366,47,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.1,2/8/2014,1730.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAWN OR DUSK,39.744381,-105.441756,36,M,NO IMPAIRMENT SUSPECTED
FRONTAGE ROAD,70,A,288.09,2/9/2014,206.0,PDO,OFF LEFT,RAMP,1,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,39.731712,-105.16698,19,M,ALCOHOL INVOLVED
INTERSTATE,70,A,228.0,2/9/2014,701.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.716708,-105.696435,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,153.85,2/9/2014,705.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.710739,-106.71226,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.0,2/10/2014,615.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.716708,-105.696435,35,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.0,2/10/2014,636.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAWN OR DUSK,39.716708,-105.696435,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.25,2/10/2014,815.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.74127,-105.509368,35,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.71,2/11/2014,1539.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.741269,-105.157537,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.22,2/12/2014,38.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.740677,-104.733104,40,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.6,2/12/2014,825.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.73053,-105.171037,45,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.5,2/12/2014,2210.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,WET,DARK-UNLIGHTED,39.736593,-105.687494,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,2/14/2014,545.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.744507,-105.489006,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.23,2/14/2014,2130.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DARK-LIGHTED,39.74468,-105.456862,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.2,2/15/2014,625.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.735216,-105.42916,29,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,2/16/2014,2330.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.744282,-105.434774,26,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,303.79,2/17/2014,1258.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.738239,-104.444095,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,230.01,2/17/2014,1339.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.743014,-105.682989,41,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.0,2/17/2014,2139.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.743543,-105.532259,29,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.29,2/18/2014,1314.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.717988,-105.189704,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,315.3,2/20/2014,250.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.718306,-104.232499,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.46,2/22/2014,130.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,SNOWY,DARK-UNLIGHTED,39.731839,-105.426902,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.2,2/22/2014,135.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DARK-UNLIGHTED,39.723749,-105.416844,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,2/22/2014,500.0,PDO,OFF LEFT,NON-INTERSECTION,3,CURVE ON-LEVEL,ICY,DARK-UNLIGHTED,39.744507,-105.489006,28,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.8,2/22/2014,530.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.740154,-104.668223,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,250.2,2/22/2014,840.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.708034,-105.347231,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.0,2/22/2014,1420.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.743567,-105.443484,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.2,2/22/2014,1823.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,39.720277,-105.695895,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,2/23/2014,1150.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.737691,-105.431198,43,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.8,2/25/2014,2020.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.713821,-105.696869,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,303.1,2/26/2014,100.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.738296,-104.45704,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.0,2/26/2014,730.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY,DAWN OR DUSK,39.743908,-105.481034,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.0,2/27/2014,1400.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.749692,-105.548822,65,F,NO IMPAIRMENT SUSPECTED
FRONTAGE ROAD,70,A,291.22,2/28/2014,2330.0,PDO,ON,AT INTERSECTION,2,HILLCREST,DRY,DARK-UNLIGHTED,39.740104,-104.67832,17,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.02,3/1/2014,1039.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,SLUSHY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.743665,-105.443093,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.1,3/3/2014,1530.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.70993,-105.318491,51,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,230.0,3/4/2014,354.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,39.742917,-105.683123,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.1,3/5/2014,620.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAWN OR DUSK,39.745368,-105.152553,29,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.1,3/5/2014,630.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.725958,-105.178377,51,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.15,3/5/2014,630.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.740209,-104.716245,37,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,3/5/2014,638.0,PDO,OFF RIGHT,INTERSECTION RELATED,1,STRAIGHT ON-GRADE,ICY,UNKNOWN,39.73984,-105.159293,61,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.9,3/5/2014,650.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.713445,-105.193246,29,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.9,3/5/2014,655.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.713445,-105.193246,55,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.1,3/5/2014,915.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.744381,-105.441756,29,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.7,3/5/2014,930.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,WET,DAYLIGHT,39.745707,-105.466496,37,F,NO IMPAIRMENT SUSPECTED
