SYSTEM,RTE,SEC,MP,DATE,TIME,SEVERITY,LOCATION,ROAD_DESC,VEHICLES,CONTOUR,CONDITION,LIGHTING,LATITUDE,LONGITUDE,AGE_1,SEX_1,DRIVER_1
INTERSTATE,70,A,242.0,1/5/2015,1700.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,39.743847,-105.48102,86,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.5,1/7/2015,715.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.746176,-105.541341,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.0,1/7/2015,822.0,PDO,OFF IN MEDIAN,NON-INTERSECTION,2,CURVE ON-GRADE,ICY,DAYLIGHT,39.738131,-104.440155,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.15,1/8/2015,125.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.740012,-104.679615,17,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,303.7,1/8/2015,2109.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.738143,-104.445784,58,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,287.84,1/8/2015,2237.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.74409,-104.739064,50,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.93,1/9/2015,530.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.740108,-104.66558,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,1/9/2015,740.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.744354,-105.434957,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,1/10/2015,644.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.744354,-105.434957,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,1/10/2015,644.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.744354,-105.434957,47,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.19,1/10/2015,650.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.740989,-104.733795,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.6,1/10/2015,2020.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-LIGHTED,39.744939,-105.468351,50,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.0,1/12/2015,806.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.742704,-104.736734,54,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.5,1/14/2015,345.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.715336,-105.393544,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.3,1/14/2015,1205.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.742564,-105.52659,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.0,1/14/2015,1430.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAYLIGHT,39.741309,-105.513813,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.99,1/14/2015,1715.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.724822,-105.179867,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.8,1/14/2015,1745.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.732758,-105.168011,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.5,1/17/2015,530.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DARK-UNLIGHTED,39.711783,-106.701514,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.0,1/18/2015,406.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.716698,-105.696332,78,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.3,1/18/2015,700.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.733957,-105.428175,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.8,1/18/2015,730.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.727878,-105.423152,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.0,1/18/2015,1000.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.74347,-105.443465,65,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.7,1/20/2015,40.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,39.713879,-105.309459,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,1/20/2015,1440.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.712381,-105.193904,27,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.14,1/21/2015,1026.0,PDO,ON,RAMP,3,CURVE ON-GRADE,SNOWY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.716075,-105.191061,31,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,298.9,1/21/2015,1500.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.738838,-104.535315,63,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,1/21/2015,2000.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,SNOWY W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.744412,-105.488961,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.0,1/22/2015,800.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.740121,-104.71988,18,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.4,1/22/2015,1403.0,INJ,OFF IN MEDIAN,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.738261,-105.161095,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.2,1/23/2015,1940.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.742655,-105.492876,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.5,1/23/2015,1950.0,INJ,ON,NON-INTERSECTION,3,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.721551,-105.41114,74,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.6,1/24/2015,116.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.744939,-105.468351,21,M,ALCOHOL/DRUGS
INTERSTATE,70,A,291.13,1/24/2015,845.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740016,-104.679985,43,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.9,1/24/2015,1659.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.733747,-105.166764,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.0,1/24/2015,2110.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DARK-LIGHTED,39.749651,-105.54888,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.9,1/25/2015,900.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.744472,-105.53596,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.0,1/25/2015,1100.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.712506,-105.304211,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.0,1/25/2015,1500.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.730556,-105.692453,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.9,1/25/2015,2202.0,PDO,OFF LEFT,RAMP,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.713393,-105.193131,44,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.03,1/26/2015,205.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.725314,-105.179109,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.97,1/26/2015,615.0,PDO,ON,RAMP,2,CURVE ON-LEVEL,DRY,DARK-LIGHTED,39.740094,-104.699983,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,1/26/2015,1112.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.744412,-105.488961,65,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.0,1/26/2015,1840.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-LIGHTED,39.743847,-105.48102,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.07,1/27/2015,814.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.735298,-105.164824,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.0,1/27/2015,1640.0,INJ,ON,NON-INTERSECTION,5,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,39.734671,-105.165609,64,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.0,1/27/2015,2045.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-LIGHTED,39.743847,-105.48102,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.27,1/28/2015,2111.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.740296,-104.731859,46,M,ALCOHOL/DRUGS
INTERSTATE,70,A,260.3,1/29/2015,1843.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.71802,-105.189438,49,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.0,1/30/2015,1330.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-LEVEL,DRY,DAYLIGHT,39.743847,-105.48102,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/30/2015,1538.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739791,-105.159158,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.9,1/31/2015,700.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.743742,-105.482736,16,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.94,1/31/2015,1900.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.713943,-105.368661,0,,NO IMPAIRMENT SUSPECTED
STATE HIGHWAY,70,A,262.59,1/31/2015,2316.0,INJ,OFF RIGHT,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DARK-UNLIGHTED,39.739991,-105.158904,20,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.5,1/31/2015,2353.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,SNOWY,DARK-LIGHTED,39.708501,-105.196869,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,313.1,2/1/2015,716.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.727875,-104.271334,45,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.06,2/1/2015,1100.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.718417,-105.696065,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.0,2/1/2015,1347.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.716698,-105.696332,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.84,2/3/2015,1213.0,INJ,ON,NON-INTERSECTION,4,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.733153,-105.167512,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.64,2/4/2015,700.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.731071,-105.17014,0,U,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,292.1,2/4/2015,715.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,ICY,DAYLIGHT,39.74025,-104.661968,28,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.0,2/4/2015,815.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.740037,-104.682386,41,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.62,2/4/2015,959.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SLUSHY,DAYLIGHT,39.74029,-105.158531,65,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.5,2/4/2015,1020.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DAYLIGHT,39.709497,-105.697827,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,2/6/2015,1540.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.744412,-105.488961,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.8,2/6/2015,1800.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.740474,-105.432701,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.8,2/6/2015,1800.0,INJ,OFF LEFT,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.740474,-105.432701,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.0,2/7/2015,1800.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.709008,-105.286147,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.3,2/7/2015,1840.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.737361,-105.162235,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.0,2/8/2015,2022.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,39.70908,-105.319307,54,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.0,2/10/2015,2200.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.743529,-105.532264,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.05,2/13/2015,930.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.746032,-105.459631,45,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.48,2/13/2015,1800.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.73898,-105.160184,62,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.15,2/14/2015,1420.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.7162,-105.190965,15,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.03,2/15/2015,1600.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DAYLIGHT,39.71802,-105.696126,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,2/15/2015,1600.0,INJ,ON,NON-INTERSECTION,4,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.737692,-105.431195,42,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.2,2/15/2015,1600.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,ICY,DAWN OR DUSK,39.735209,-105.429165,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.2,2/15/2015,1600.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAWN OR DUSK,39.735209,-105.429165,42,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.2,2/15/2015,1600.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.735209,-105.429165,52,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,2/15/2015,1608.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.737692,-105.431195,47,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.3,2/15/2015,1630.0,PDO,OFF LEFT,NON-INTERSECTION,2,CURVE ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.745627,-105.438458,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,315.5,2/15/2015,1900.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.717314,-104.228987,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.0,2/15/2015,1926.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-LIGHTED,39.72492,-105.179715,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.0,2/15/2015,2115.0,PDO,OFF IN MEDIAN,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,39.72492,-105.179715,56,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.3,2/15/2015,2230.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DARK-LIGHTED,39.74476,-105.474737,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.83,2/16/2015,630.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.740118,-104.722211,49,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.8,2/16/2015,1705.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.742095,-105.156278,43,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.0,2/17/2015,530.0,PDO,OFF RIGHT,RAMP,1,CURVE ON-GRADE,WET W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.740121,-104.71988,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.5,2/17/2015,600.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.708501,-105.196869,35,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.1,2/17/2015,720.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.7089,-105.284318,54,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.9,2/19/2015,430.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.714292,-105.369168,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.1,2/20/2015,1145.0,INJ,ON,RAMP,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.7421,-104.735721,20,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.6,2/21/2015,1428.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,SNOWY,DAYLIGHT,39.744939,-105.468351,65,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.5,2/21/2015,1700.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.740309,-105.504954,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.4,2/21/2015,1900.0,INJ,OFF LEFT,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.711541,-106.703319,26,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.3,2/21/2015,1902.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.711283,-106.705121,57,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.3,2/21/2015,1910.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.711283,-106.705121,33,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.5,2/21/2015,1930.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.741474,-105.52298,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.0,2/22/2015,726.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.739931,-104.607227,65,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,306.1,2/22/2015,853.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.736506,-104.400821,30,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,305.9,2/22/2015,1001.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.737065,-104.404398,44,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.5,2/22/2015,1200.0,PDO,ON,RAMP,2,CURVE ON-GRADE,SLUSHY,DAYLIGHT,39.721551,-105.41114,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.9,2/22/2015,1745.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,SNOWY,DARK-UNLIGHTED,39.714292,-105.369168,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.4,2/23/2015,854.0,PDO,OFF LEFT,NON-INTERSECTION,2,CURVE ON-GRADE,ICY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.745104,-105.436654,21,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.26,2/23/2015,1040.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.73989,-104.602442,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,2/23/2015,1802.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,39.739791,-105.159158,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.3,2/24/2015,1030.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.734259,-105.689664,56,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,2/24/2015,1200.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.737692,-105.431195,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.9,2/24/2015,1730.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.733747,-105.166764,43,M,NO IMPAIRMENT SUSPECTED
